site;code insee;période;heure;zone;comptage - entrées
Rennes les champs libres;35238;10/01/2013;18:00;RdC champs libres, rdc retour;8
Rennes les champs libres;35238;10/01/2013;18:00;RdC vie du citoyen, rdc vie du citoyen;46
Rennes les champs libres;35238;11/01/2013;12:00;1er étage vie du citoyen, 1er etage vie du citoyen;12
Rennes les champs libres;35238;11/01/2013;12:00;RdC champs libres, rdc 2;2
Rennes les champs libres;35238;11/01/2013;12:00;RdC champs libres, rdc 3;135
Rennes les champs libres;35238;11/01/2013;12:00;RdC champs libres, rdc 4;34
Rennes les champs libres;35238;11/01/2013;12:00;RdC champs libres, rdc retour;7
Rennes les champs libres;35238;11/01/2013;12:00;RdC vie du citoyen, rdc vie du citoyen;66
Rennes les champs libres;35238;11/01/2013;13:00;1er étage vie du citoyen, 1er etage vie du citoyen;10
Rennes les champs libres;35238;11/01/2013;13:00;RdC champs libres, rdc 2;4
Rennes les champs libres;35238;11/01/2013;13:00;RdC champs libres, rdc 3;151
Rennes les champs libres;35238;11/01/2013;13:00;RdC champs libres, rdc 4;44
Rennes les champs libres;35238;11/01/2013;13:00;RdC champs libres, rdc retour;15
Rennes les champs libres;35238;11/01/2013;13:00;RdC vie du citoyen, rdc vie du citoyen;69
Rennes les champs libres;35238;11/01/2013;14:00;1er étage vie du citoyen, 1er etage vie du citoyen;14
Rennes les champs libres;35238;11/01/2013;14:00;RdC champs libres, rdc 2;3
Rennes les champs libres;35238;11/01/2013;14:00;RdC champs libres, rdc 3;214
Rennes les champs libres;35238;11/01/2013;14:00;RdC champs libres, rdc 4;38
Rennes les champs libres;35238;11/01/2013;14:00;RdC champs libres, rdc retour;14
Rennes les champs libres;35238;11/01/2013;14:00;RdC vie du citoyen, rdc vie du citoyen;68
Rennes les champs libres;35238;11/01/2013;15:00;1er étage vie du citoyen, 1er etage vie du citoyen;8
Rennes les champs libres;35238;11/01/2013;15:00;RdC champs libres, rdc 2;6
Rennes les champs libres;35238;11/01/2013;15:00;RdC champs libres, rdc 3;196
Rennes les champs libres;35238;11/01/2013;15:00;RdC champs libres, rdc 4;44
Rennes les champs libres;35238;11/01/2013;15:00;RdC champs libres, rdc retour;15
Rennes les champs libres;35238;11/01/2013;15:00;RdC vie du citoyen, rdc vie du citoyen;67
Rennes les champs libres;35238;11/01/2013;16:00;1er étage vie du citoyen, 1er etage vie du citoyen;12
Rennes les champs libres;35238;11/01/2013;16:00;RdC champs libres, rdc 2;6
Rennes les champs libres;35238;11/01/2013;16:00;RdC champs libres, rdc 3;194
Rennes les champs libres;35238;11/01/2013;16:00;RdC champs libres, rdc 4;50
Rennes les champs libres;35238;11/01/2013;16:00;RdC champs libres, rdc retour;10
Rennes les champs libres;35238;11/01/2013;16:00;RdC vie du citoyen, rdc vie du citoyen;84
Rennes les champs libres;35238;11/01/2013;17:00;1er étage vie du citoyen, 1er etage vie du citoyen;11
Rennes les champs libres;35238;11/01/2013;17:00;RdC champs libres, rdc 2;2
Rennes les champs libres;35238;11/01/2013;17:00;RdC champs libres, rdc 3;194
Rennes les champs libres;35238;11/01/2013;17:00;RdC champs libres, rdc 4;56
Rennes les champs libres;35238;11/01/2013;17:00;RdC champs libres, rdc retour;14
Rennes les champs libres;35238;11/01/2013;17:00;RdC vie du citoyen, rdc vie du citoyen;78
Rennes les champs libres;35238;11/01/2013;18:00;1er étage vie du citoyen, 1er etage vie du citoyen;4
Rennes les champs libres;35238;11/01/2013;18:00;RdC champs libres, rdc 2;5
Rennes les champs libres;35238;11/01/2013;18:00;RdC champs libres, rdc 3;86
Rennes les champs libres;35238;11/01/2013;18:00;RdC champs libres, rdc 4;20
Rennes les champs libres;35238;11/01/2013;18:00;RdC champs libres, rdc retour;5
Rennes les champs libres;35238;11/01/2013;18:00;RdC vie du citoyen, rdc vie du citoyen;27
Rennes les champs libres;35238;12/01/2013;14:00;1er étage vie du citoyen, 1er etage vie du citoyen;30
Rennes les champs libres;35238;12/01/2013;14:00;RdC champs libres, rdc 2;7
Rennes les champs libres;35238;12/01/2013;14:00;RdC champs libres, rdc 3;390
Rennes les champs libres;35238;12/01/2013;14:00;RdC champs libres, rdc 4;68
Rennes les champs libres;35238;12/01/2013;14:00;RdC champs libres, rdc retour;25
Rennes les champs libres;35238;12/01/2013;14:00;RdC vie du citoyen, rdc vie du citoyen;122
Rennes les champs libres;35238;12/01/2013;15:00;1er étage vie du citoyen, 1er etage vie du citoyen;22
Rennes les champs libres;35238;12/01/2013;15:00;RdC champs libres, rdc 2;14
Rennes les champs libres;35238;12/01/2013;15:00;RdC champs libres, rdc 3;382
Rennes les champs libres;35238;12/01/2013;15:00;RdC champs libres, rdc 4;101
Rennes les champs libres;35238;12/01/2013;15:00;RdC champs libres, rdc retour;35
Rennes les champs libres;35238;12/01/2013;15:00;RdC vie du citoyen, rdc vie du citoyen;130
Rennes les champs libres;35238;12/01/2013;16:00;1er étage vie du citoyen, 1er etage vie du citoyen;17
Rennes les champs libres;35238;12/01/2013;16:00;RdC champs libres, rdc 2;9
Rennes les champs libres;35238;12/01/2013;16:00;RdC champs libres, rdc 3;352
Rennes les champs libres;35238;12/01/2013;16:00;RdC champs libres, rdc 4;79
Rennes les champs libres;35238;12/01/2013;16:00;RdC champs libres, rdc retour;35
Rennes les champs libres;35238;12/01/2013;16:00;RdC vie du citoyen, rdc vie du citoyen;117
Rennes les champs libres;35238;12/01/2013;17:00;1er étage vie du citoyen, 1er etage vie du citoyen;27
Rennes les champs libres;35238;12/01/2013;17:00;RdC champs libres, rdc 2;6
Rennes les champs libres;35238;12/01/2013;17:00;RdC champs libres, rdc 3;327
Rennes les champs libres;35238;12/01/2013;17:00;RdC champs libres, rdc 4;79
Rennes les champs libres;35238;12/01/2013;17:00;RdC champs libres, rdc retour;27
Rennes les champs libres;35238;12/01/2013;17:00;RdC vie du citoyen, rdc vie du citoyen;89
Rennes les champs libres;35238;12/01/2013;18:00;1er étage vie du citoyen, 1er etage vie du citoyen;9
Rennes les champs libres;35238;12/01/2013;18:00;RdC champs libres, rdc 2;5
Rennes les champs libres;35238;12/01/2013;18:00;RdC champs libres, rdc 3;189
Rennes les champs libres;35238;12/01/2013;18:00;RdC champs libres, rdc 4;33
Rennes les champs libres;35238;12/01/2013;18:00;RdC champs libres, rdc retour;11
Rennes les champs libres;35238;12/01/2013;18:00;RdC vie du citoyen, rdc vie du citoyen;50
Rennes les champs libres;35238;13/01/2013;14:00;1er étage vie du citoyen, 1er etage vie du citoyen;37
Rennes les champs libres;35238;13/01/2013;14:00;RdC champs libres, rdc 2;9
Rennes les champs libres;35238;13/01/2013;14:00;RdC champs libres, rdc 3;393
Rennes les champs libres;35238;13/01/2013;14:00;RdC champs libres, rdc 4;79
Rennes les champs libres;35238;13/01/2013;14:00;RdC champs libres, rdc retour;26
Rennes les champs libres;35238;13/01/2013;14:00;RdC vie du citoyen, rdc vie du citoyen;146
Rennes les champs libres;35238;13/01/2013;15:00;1er étage vie du citoyen, 1er etage vie du citoyen;28
Rennes les champs libres;35238;13/01/2013;15:00;RdC champs libres, rdc 2;14
Rennes les champs libres;35238;13/01/2013;15:00;RdC champs libres, rdc 3;369
Rennes les champs libres;35238;13/01/2013;15:00;RdC champs libres, rdc 4;128
Rennes les champs libres;35238;13/01/2013;15:00;RdC champs libres, rdc retour;36
Rennes les champs libres;35238;13/01/2013;15:00;RdC vie du citoyen, rdc vie du citoyen;138
Rennes les champs libres;35238;13/01/2013;16:00;1er étage vie du citoyen, 1er etage vie du citoyen;24
Rennes les champs libres;35238;13/01/2013;16:00;RdC champs libres, rdc 2;6
Rennes les champs libres;35238;13/01/2013;16:00;RdC champs libres, rdc 3;427
Rennes les champs libres;35238;13/01/2013;16:00;RdC champs libres, rdc 4;150
Rennes les champs libres;35238;13/01/2013;16:00;RdC champs libres, rdc retour;37
Rennes les champs libres;35238;13/01/2013;16:00;RdC vie du citoyen, rdc vie du citoyen;147
Rennes les champs libres;35238;13/01/2013;17:00;1er étage vie du citoyen, 1er etage vie du citoyen;30
Rennes les champs libres;35238;13/01/2013;17:00;RdC champs libres, rdc 2;10
Rennes les champs libres;35238;13/01/2013;17:00;RdC champs libres, rdc 3;347
Rennes les champs libres;35238;13/01/2013;17:00;RdC champs libres, rdc 4;132
Rennes les champs libres;35238;13/01/2013;17:00;RdC champs libres, rdc retour;48
Rennes les champs libres;35238;13/01/2013;17:00;RdC vie du citoyen, rdc vie du citoyen;130
Rennes les champs libres;35238;13/01/2013;18:00;1er étage vie du citoyen, 1er etage vie du citoyen;12
Rennes les champs libres;35238;13/01/2013;18:00;RdC champs libres, rdc 2;4
Rennes les champs libres;35238;13/01/2013;18:00;RdC champs libres, rdc 3;177
Rennes les champs libres;35238;13/01/2013;18:00;RdC champs libres, rdc 4;66
Rennes les champs libres;35238;13/01/2013;18:00;RdC champs libres, rdc retour;21
Rennes les champs libres;35238;13/01/2013;18:00;RdC vie du citoyen, rdc vie du citoyen;64
Rennes les champs libres;35238;15/01/2013;12:00;1er étage vie du citoyen, 1er etage vie du citoyen;9
Rennes les champs libres;35238;15/01/2013;12:00;RdC champs libres, rdc 2;3
Rennes les champs libres;35238;15/01/2013;12:00;RdC champs libres, rdc 3;158
Rennes les champs libres;35238;15/01/2013;12:00;RdC champs libres, rdc 4;48
Rennes les champs libres;35238;15/01/2013;12:00;RdC champs libres, rdc retour;2
Rennes les champs libres;35238;15/01/2013;12:00;RdC vie du citoyen, rdc vie du citoyen;55
Rennes les champs libres;35238;15/01/2013;13:00;1er étage vie du citoyen, 1er etage vie du citoyen;10
Rennes les champs libres;35238;15/01/2013;13:00;RdC champs libres, rdc 2;4
Rennes les champs libres;35238;15/01/2013;13:00;RdC champs libres, rdc 3;169
Rennes les champs libres;35238;15/01/2013;13:00;RdC champs libres, rdc 4;57
Rennes les champs libres;35238;15/01/2013;13:00;RdC champs libres, rdc retour;2
Rennes les champs libres;35238;15/01/2013;13:00;RdC vie du citoyen, rdc vie du citoyen;74
Rennes les champs libres;35238;15/01/2013;14:00;1er étage vie du citoyen, 1er etage vie du citoyen;17
Rennes les champs libres;35238;15/01/2013;14:00;RdC champs libres, rdc 2;4
Rennes les champs libres;35238;15/01/2013;14:00;RdC champs libres, rdc 3;185
Rennes les champs libres;35238;15/01/2013;14:00;RdC champs libres, rdc 4;45
Rennes les champs libres;35238;15/01/2013;14:00;RdC champs libres, rdc retour;2
Rennes les champs libres;35238;15/01/2013;14:00;RdC vie du citoyen, rdc vie du citoyen;73
Rennes les champs libres;35238;15/01/2013;15:00;1er étage vie du citoyen, 1er etage vie du citoyen;17
Rennes les champs libres;35238;15/01/2013;15:00;RdC champs libres, rdc 2;4
Rennes les champs libres;35238;15/01/2013;15:00;RdC champs libres, rdc 3;243
Rennes les champs libres;35238;15/01/2013;15:00;RdC champs libres, rdc 4;73
Rennes les champs libres;35238;15/01/2013;15:00;RdC champs libres, rdc retour;5
Rennes les champs libres;35238;15/01/2013;15:00;RdC vie du citoyen, rdc vie du citoyen;100
Rennes les champs libres;35238;15/01/2013;16:00;1er étage vie du citoyen, 1er etage vie du citoyen;22
Rennes les champs libres;35238;15/01/2013;16:00;RdC champs libres, rdc 2;7
Rennes les champs libres;35238;15/01/2013;16:00;RdC champs libres, rdc 3;261
Rennes les champs libres;35238;15/01/2013;16:00;RdC champs libres, rdc 4;97
Rennes les champs libres;35238;15/01/2013;16:00;RdC champs libres, rdc retour;7
Rennes les champs libres;35238;15/01/2013;16:00;RdC vie du citoyen, rdc vie du citoyen;115
Rennes les champs libres;35238;15/01/2013;17:00;1er étage vie du citoyen, 1er etage vie du citoyen;19
Rennes les champs libres;35238;15/01/2013;17:00;RdC champs libres, rdc 2;10
Rennes les champs libres;35238;15/01/2013;17:00;RdC champs libres, rdc 3;237
Rennes les champs libres;35238;15/01/2013;17:00;RdC champs libres, rdc 4;90
Rennes les champs libres;35238;15/01/2013;17:00;RdC champs libres, rdc retour;3
Rennes les champs libres;35238;15/01/2013;17:00;RdC vie du citoyen, rdc vie du citoyen;93
Rennes les champs libres;35238;15/01/2013;18:00;1er étage vie du citoyen, 1er etage vie du citoyen;20
Rennes les champs libres;35238;15/01/2013;18:00;RdC champs libres, rdc 2;8
Rennes les champs libres;35238;15/01/2013;18:00;RdC champs libres, rdc 3;230
Rennes les champs libres;35238;15/01/2013;18:00;RdC champs libres, rdc 4;55
Rennes les champs libres;35238;15/01/2013;18:00;RdC champs libres, rdc retour;9
Rennes les champs libres;35238;15/01/2013;18:00;RdC vie du citoyen, rdc vie du citoyen;87
Rennes les champs libres;35238;15/01/2013;19:00;1er étage vie du citoyen, 1er etage vie du citoyen;6
Rennes les champs libres;35238;15/01/2013;19:00;RdC champs libres, rdc 2;13
Rennes les champs libres;35238;15/01/2013;19:00;RdC champs libres, rdc 3;163
Rennes les champs libres;35238;15/01/2013;19:00;RdC champs libres, rdc 4;129
Rennes les champs libres;35238;15/01/2013;19:00;RdC champs libres, rdc retour;4
Rennes les champs libres;35238;15/01/2013;19:00;RdC vie du citoyen, rdc vie du citoyen;26
Rennes les champs libres;35238;15/01/2013;20:00;1er étage vie du citoyen, 1er etage vie du citoyen;1
Rennes les champs libres;35238;15/01/2013;20:00;RdC champs libres, rdc 2;5
Rennes les champs libres;35238;15/01/2013;20:00;RdC champs libres, rdc 3;49
Rennes les champs libres;35238;15/01/2013;20:00;RdC champs libres, rdc 4;49
Rennes les champs libres;35238;15/01/2013;20:00;RdC champs libres, rdc retour;2
Rennes les champs libres;35238;15/01/2013;20:00;RdC vie du citoyen, rdc vie du citoyen;18
Rennes les champs libres;35238;16/01/2013;12:00;1er étage vie du citoyen, 1er etage vie du citoyen;6
Rennes les champs libres;35238;16/01/2013;12:00;RdC champs libres, rdc 2;3
Rennes les champs libres;35238;16/01/2013;12:00;RdC champs libres, rdc 3;158
Rennes les champs libres;35238;16/01/2013;12:00;RdC champs libres, rdc 4;44
Rennes les champs libres;35238;16/01/2013;12:00;RdC champs libres, rdc retour;3
Rennes les champs libres;35238;16/01/2013;12:00;RdC vie du citoyen, rdc vie du citoyen;70
Rennes les champs libres;35238;16/01/2013;13:00;1er étage vie du citoyen, 1er etage vie du citoyen;9
Rennes les champs libres;35238;16/01/2013;13:00;RdC champs libres, rdc 2;7
Rennes les champs libres;35238;16/01/2013;13:00;RdC champs libres, rdc 3;211
Rennes les champs libres;35238;16/01/2013;13:00;RdC champs libres, rdc 4;63
Rennes les champs libres;35238;16/01/2013;13:00;RdC champs libres, rdc retour;2
Rennes les champs libres;35238;16/01/2013;13:00;RdC vie du citoyen, rdc vie du citoyen;74
Rennes les champs libres;35238;16/01/2013;14:00;1er étage vie du citoyen, 1er etage vie du citoyen;18
Rennes les champs libres;35238;16/01/2013;14:00;RdC champs libres, rdc 2;3
Rennes les champs libres;35238;16/01/2013;14:00;RdC champs libres, rdc 3;246
Rennes les champs libres;35238;16/01/2013;14:00;RdC champs libres, rdc 4;116
Rennes les champs libres;35238;16/01/2013;14:00;RdC champs libres, rdc retour;5
Rennes les champs libres;35238;16/01/2013;14:00;RdC vie du citoyen, rdc vie du citoyen;86
Rennes les champs libres;35238;16/01/2013;15:00;1er étage vie du citoyen, 1er etage vie du citoyen;9
Rennes les champs libres;35238;16/01/2013;15:00;RdC champs libres, rdc 2;8
Rennes les champs libres;35238;16/01/2013;15:00;RdC champs libres, rdc 3;305
Rennes les champs libres;35238;16/01/2013;15:00;RdC champs libres, rdc 4;89
Rennes les champs libres;35238;16/01/2013;15:00;RdC champs libres, rdc retour;13
Rennes les champs libres;35238;16/01/2013;15:00;RdC vie du citoyen, rdc vie du citoyen;131
Rennes les champs libres;35238;16/01/2013;16:00;1er étage vie du citoyen, 1er etage vie du citoyen;13
Rennes les champs libres;35238;16/01/2013;16:00;RdC champs libres, rdc 2;9
Rennes les champs libres;35238;16/01/2013;16:00;RdC champs libres, rdc 3;258
Rennes les champs libres;35238;16/01/2013;16:00;RdC champs libres, rdc 4;88
Rennes les champs libres;35238;16/01/2013;16:00;RdC champs libres, rdc retour;6
Rennes les champs libres;35238;16/01/2013;16:00;RdC vie du citoyen, rdc vie du citoyen;130
Rennes les champs libres;35238;16/01/2013;17:00;1er étage vie du citoyen, 1er etage vie du citoyen;18
Rennes les champs libres;35238;16/01/2013;17:00;RdC champs libres, rdc 2;6
Rennes les champs libres;35238;16/01/2013;17:00;RdC champs libres, rdc 3;215
Rennes les champs libres;35238;16/01/2013;17:00;RdC champs libres, rdc 4;62
Rennes les champs libres;35238;16/01/2013;17:00;RdC champs libres, rdc retour;8
Rennes les champs libres;35238;16/01/2013;17:00;RdC vie du citoyen, rdc vie du citoyen;90
Rennes les champs libres;35238;16/01/2013;18:00;1er étage vie du citoyen, 1er etage vie du citoyen;4
Rennes les champs libres;35238;16/01/2013;18:00;RdC champs libres, rdc 2;2
Rennes les champs libres;35238;16/01/2013;18:00;RdC champs libres, rdc 3;120
Rennes les champs libres;35238;16/01/2013;18:00;RdC champs libres, rdc 4;23
Rennes les champs libres;35238;16/01/2013;18:00;RdC champs libres, rdc retour;4
Rennes les champs libres;35238;16/01/2013;18:00;RdC vie du citoyen, rdc vie du citoyen;40
Rennes les champs libres;35238;17/01/2013;12:00;1er étage vie du citoyen, 1er etage vie du citoyen;8
Rennes les champs libres;35238;17/01/2013;12:00;RdC champs libres, rdc 2;4
Rennes les champs libres;35238;17/01/2013;12:00;RdC champs libres, rdc 3;144
Rennes les champs libres;35238;17/01/2013;12:00;RdC champs libres, rdc 4;39
Rennes les champs libres;35238;17/01/2013;12:00;RdC vie du citoyen, rdc vie du citoyen;60
Rennes les champs libres;35238;17/01/2013;13:00;1er étage vie du citoyen, 1er etage vie du citoyen;9
Rennes les champs libres;35238;17/01/2013;13:00;RdC champs libres, rdc 2;2
Rennes les champs libres;35238;17/01/2013;13:00;RdC champs libres, rdc 3;122
Rennes les champs libres;35238;17/01/2013;13:00;RdC champs libres, rdc 4;42
Rennes les champs libres;35238;17/01/2013;13:00;RdC champs libres, rdc retour;2
Rennes les champs libres;35238;17/01/2013;13:00;RdC vie du citoyen, rdc vie du citoyen;72
Rennes les champs libres;35238;17/01/2013;14:00;1er étage vie du citoyen, 1er etage vie du citoyen;20
Rennes les champs libres;35238;17/01/2013;14:00;RdC champs libres, rdc 2;4
Rennes les champs libres;35238;17/01/2013;14:00;RdC champs libres, rdc 3;205
Rennes les champs libres;35238;17/01/2013;14:00;RdC champs libres, rdc 4;62
